IC50,Cancer,Drug,From_Sanger,Fingerprint_797,PWY_R_HSA_399719,PWY_R_HSA_399719_EXP,PWY_R_HSA_68875,GO_0031572,GO_0031572_EXP,EXP_TRPM6,EXP_COQ8A,EXP_GRK2,EXP_BMP2K,EXP_ACVR2B,EXP_TYRO3,EXP_STK25,EXP_STK39,EXP_ABL1_X_EXP_WASF1,EXP_BMP2K_X_EXP_AP2S1,EXP_GRK2_X_EXP_CCR5,EXP_GRK2_X_EXP_CCR6,EXP_GRK2_X_EXP_CXCR1,EXP_GRK2_X_EXP_CYSLTR2,EXP_GRK2_X_EXP_FFAR1,EXP_GRK2_X_EXP_FFAR2,EXP_GRK2_X_EXP_GIT1,EXP_GRK2_X_EXP_GNB2,EXP_GRK2_X_EXP_GNG13,EXP_GRK2_X_EXP_GNRH2,EXP_GRK2_X_EXP_GNRHR,EXP_GRK2_X_EXP_GRM5,EXP_GRK2_X_EXP_HCRT,EXP_GRK2_X_EXP_HDAC5,EXP_GRK2_X_EXP_KNG1,EXP_GRK2_X_EXP_NMS,EXP_GRK2_X_EXP_NPFFR1,EXP_GRK2_X_EXP_NPS,EXP_GRK2_X_EXP_NTSR2,EXP_GRK2_X_EXP_OPRM1,EXP_GRK2_X_EXP_OR10H1,EXP_GRK2_X_EXP_OR13G1,EXP_GRK2_X_EXP_OR13H1,EXP_GRK2_X_EXP_OR1D2,EXP_GRK2_X_EXP_OR1L1,EXP_GRK2_X_EXP_OR2A2,EXP_GRK2_X_EXP_OR2C1,EXP_GRK2_X_EXP_OR2T4,EXP_GRK2_X_EXP_OR2Z1,EXP_GRK2_X_EXP_OR4B1,EXP_GRK2_X_EXP_OR4D2,EXP_GRK2_X_EXP_OR4D6,EXP_GRK2_X_EXP_OR4E2,EXP_GRK2_X_EXP_OR4K17,EXP_GRK2_X_EXP_OR4L1,EXP_GRK2_X_EXP_OR4P4,EXP_GRK2_X_EXP_OR51S1,EXP_GRK2_X_EXP_OR52E2,EXP_GRK2_X_EXP_OR5AN1,EXP_GRK2_X_EXP_OR6A2,EXP_GRK2_X_EXP_OR6N1,EXP_GRK2_X_EXP_OR7G3,EXP_GRK2_X_EXP_OR8A1,EXP_GRK2_X_EXP_OR8H3,EXP_GRK2_X_EXP_OR8K5,EXP_GRK2_X_EXP_P2RY11,EXP_STK25_X_EXP_PDCD10,EXP_STK25_X_EXP_STRN4,PWY_R_HSA_109582_EXP_X_PWY_R_HSA_450321_EXP,PWY_R_HSA_194840_EXP_X_PWY_R_HSA_450321_EXP,PWY_R_HSA_68886_X_PWY_R_HSA_76002
2.213727,753552,1,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
4.642403,753552,5,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
3.207719,753552,6,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
1.584378,753552,29,0,1,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
2.750079,753552,30,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
3.064314,753552,34,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
1.636334,753552,35,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
3.129464,753552,37,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
2.307553,753552,38,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
-1.628119,753552,51,0,0,1,3.00573494068433,0,0,0,2.9205399335914,4.07154099212737,3.72138881621678,4.76942024328969,4.68841419353945,4.57092192048935,5.84158574537901,4.67437951358243,21.9171769204978,49.4966006104051,10.8227386141128,10.3409728482436,11.8606455344511,10.5701308772135,11.1688716089126,11.1500842365485,12.8684828695062,30.6354587075625,10.9967094123613,13.3878152877286,10.9888747988049,10.459714440139,12.6907792712991,17.3732884655761,10.929635413085,11.0127975476023,10.821910516694,11.6070186488835,10.2005908287975,10.9389214578605,10.5524982647733,10.3604979485377,11.6788970877839,10.7608166066496,10.698398539755,9.9762383735693,11.2662656475138,12.3413578315607,12.3686194575501,10.4444158403084,11.8493266017229,11.803930243349,10.5152897601425,11.6165425188742,11.557820365142,11.2186886963297,11.509237924031,11.3146942529461,11.9868675144259,10.8232710335971,10.2967129460893,12.0547069186538,12.2626975601731,11.7223120890575,11.3596960239578,14.189901935336,54.4695042749583,22.6934012923738,0,0,0
