IC50,Cancer,Drug,From_Sanger,Fingerprint_860,Fingerprint_835,Fingerprint_833,Fingerprint_830,Fingerprint_829,Fingerprint_828,Fingerprint_826,Fingerprint_825,Fingerprint_822,Fingerprint_821,Fingerprint_820,Fingerprint_819,Fingerprint_818,Fingerprint_813,Fingerprint_812,Fingerprint_809,Fingerprint_806,Fingerprint_804,Fingerprint_801,Fingerprint_799,Fingerprint_798,Fingerprint_797,Fingerprint_788,Fingerprint_785,Fingerprint_784,Fingerprint_783,Fingerprint_780,Fingerprint_779,Fingerprint_776,Fingerprint_714,Fingerprint_712,Fingerprint_711,Fingerprint_710,Fingerprint_709,Fingerprint_707,Fingerprint_705,Fingerprint_704,Fingerprint_702,Fingerprint_698,Fingerprint_697,Fingerprint_696,Fingerprint_687,Fingerprint_686,Fingerprint_685,Fingerprint_679,Fingerprint_677,Fingerprint_676,Fingerprint_674,Fingerprint_672,Fingerprint_669,Fingerprint_667,Fingerprint_659,Fingerprint_656,Fingerprint_648,Fingerprint_646,Fingerprint_644,Fingerprint_635,Fingerprint_625,Fingerprint_617,Fingerprint_611,Fingerprint_588,Fingerprint_576,Fingerprint_363,GO_0001570,GO_0006977_EXP,GO_0007095_EXP,GO_0008285,GO_0008285_EXP,GO_0034976_EXP,GO_0042981_EXP,GO_0070372,EXP_MAP3K20,EXP_MAP3K6,EXP_CDK10,EXP_AATK,EXP_CDC42BPA,EXP_MYLK3,EXP_CSNK1D_X_EXP_STX5,EXP_CSNK1D_X_EXP_YWHAG,EXP_LYN_X_EXP_CSF2RA,EXP_LYN_X_EXP_KITLG,EXP_LYN_X_EXP_SNCA,EXP_MAP2K4_X_EXP_NFKB1,EXP_RIPK4_X_EXP_P4HB,EXP_SRC_X_EXP_NTN1,EXP_STK24_X_EXP_CCT8,EXP_STK24_X_EXP_MOB1B,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_212436_EXP,PWY_R_HSA_112409_EXP_X_PWY_R_HSA_74160_EXP,GO_0016477_X_GO_0016525,Predicted IC50,Validation
-0.973958,1503368,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,3.503313294,1,5.1109655986,3.3825838074,5.055082325,4.7485318129,4.6453642215,3.0278739624,33.448545399,35.744662406,22.874819109,26.883136523,24.631826593,45.652816134,56.582985478,24.139184331,58.735802082,21.843740999,0,0,0,0.2546768035,6
4.628604,1503371,235,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,1,0,0,3,9.8395703692,0,20.897567984,0,5.2295547327,3.188249988,4.8276379688,3.6743306374,4.8167929067,3.1563935563,31.203250942,30.215229092,19.966207198,25.950181737,51.19120625,52.91423071,38.333601774,17.665154658,48.021200131,20.719522624,0,0,1,2.0137889967,2
4.623043,735784,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,6.4039760326,0,0,0,9.6772447164,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,31.31537923,31.059633613,22.214768764,29.878528877,56.38201438,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,0,0,0,4.2686309306,10
2.480326,753555,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.5292712426,11.39094966,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,26.153917453,28.315689227,29.14409551,35.351536954,47.286668252,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,0,0,0,3.1064796273,9
3.803668,753559,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.2823987688,0,1,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,3.1968202247,30.941785907,30.378416608,35.72684775,23.488707482,44.768154421,55.897915741,31.276857235,13.717988256,50.262360815,19.685118153,0,0,0,3.5410069029,8
2.727714,753573,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,2,10.41583594,0,3.4851102753,1,5.657112701,3.5339861539,4.3756345781,3.8262142059,4.3337943743,3.0256244141,31.925959164,33.939273013,8.1404222615,10.047564102,22.659733551,47.631133809,51.562673738,14.99654572,54.830559102,23.702977062,0,0,1,3.5295751853,1
3.751896,753574,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,3,13.250335361,0,7.4851696122,1,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,3.0669395619,29.837384443,35.320281037,18.810192724,26.375407412,47.845038218,49.016907204,50.148947812,15.863532705,57.807394093,24.657004129,0,0,0,3.4313935648,6
2.368208,753575,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.3649364359,0,7.4953249188,3.4411971435,4.2244521807,3.647138737,4.49260866,3.0461556778,33.321510727,32.507598009,21.345146435,33.272827096,42.169192174,57.076270068,42.626133901,12.764093331,54.652391516,20.999830585,0,0,0,3.7048584499,10
4.398455,753576,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.0393057593,9.7700546369,11.154907696,0,5.8807807399,3.2258704003,3.7980253258,4.0962347242,5.1292663381,3.2327676618,30.034642044,28.923110296,19.256844929,24.921579429,62.533642912,49.923276612,44.409497688,14.464529936,58.210199543,23.635489093,0,0,0,3.4875656203,5
1.889309,753614,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,2,11.545625208,0,0,0,4.6730721366,3.5698545875,4.8001742287,6.0344192746,5.0737189873,3.1659823641,39.792432944,33.355796409,22.824198955,31.44539114,26.648623189,51.775737179,73.946117809,20.552598801,59.258827414,34.229611018,0,0,0,1.4239536413,10
4.903131,753621,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.4333362406,5.324511614,0,6.0312257216,3.5143806717,4.0324154781,3.8080272323,4.7938023949,3.0829764634,26.462325382,32.009296284,20.096959364,44.020696985,33.729070834,48.401647843,57.411584612,15.946768295,53.98165348,22.791062113,0,0,0,4.95283754,9
2.585258,753622,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,6.4058295189,0,5.9756575265,3.6694626494,4.3555951166,3.5494691515,4.2825133835,3.1957437467,34.40944472,32.822039405,20.090363434,21.776462374,47.763143126,53.646149265,51.810525036,16.147413284,57.380921586,24.619933928,0,0,1,2.7285498304,3
2.022127,753623,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.4230752411,0,6.6369882808,3.6733276306,4.8263921259,5.0054730342,4.4884945325,3.1806182191,31.605364524,28.822284203,17.7251058,21.275644803,25.64544926,41.83140464,43.427071609,16.310510256,51.311692181,19.308687435,0,0,0,2.9151934804,7
4.874455,906817,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.6023046208,0,0,0,0,19.978610893,0,7.2567575403,3.4218861324,4.0556019677,4.2684294938,5.0751261979,3.1936450232,31.479833764,29.613487025,24.711907012,27.30042148,31.090569146,54.920609078,44.247450186,13.332920019,48.628793826,23.448681344,68.85204006,68.85204006,0,4.2797075038,7
2.921965,907317,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,6.1714193156,0,1,2.9668185175,0,9.5071171524,0,6.8957675112,3.3023972851,4.7173848352,4.1843673085,4.053723523,3.2246881343,32.570419755,34.916199772,23.812750867,29.466119861,39.805324795,48.434315733,47.900469444,16.012152372,56.745482048,23.186516339,0,0,0,3.3808771892,10
1.126971,907318,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,3.6331119888,12.441670137,0,5.4214037807,3.5673200619,4.7893470111,4.9771215491,4.0086619666,3.2892426737,34.54540096,29.726645694,19.747854389,26.245128636,39.009333083,47.476057988,46.347388499,14.07548477,63.950409189,27.299347944,0,0,0,2.3839491836,4
2.447107,907319,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,3.289108413,0,1,5.341572257,3.4002064326,4.6533349612,4.505848874,3.7916810195,3.1049879229,31.504004863,33.348001217,27.231835686,28.737611365,59.77115638,53.119537213,68.628852373,17.555586719,59.878646709,24.771965637,0,0,1,2.2292338161,6
0.657681,907320,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,3.1305251105,0,9.8662423366,1,5.4402825137,3.3752683862,4.7977038341,5.100615154,4.2517785937,3.4546982138,40.025737032,35.575756439,17.206942407,22.965502533,32.351409583,42.892010881,69.647998845,15.566923664,61.064200575,25.72067965,0,0,2,1.4016441595,8
3.201417,907321,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,5.4643900918,0,8.2322831926,2,6.6679792865,3.4123881094,5.2211601635,3.650277451,5.0589430846,3.2388993702,29.077391758,33.20515838,25.413555138,31.919255478,48.573572888,56.965652394,50.647882177,18.061792449,57.159554518,21.414350502,0,0,1,2.6221430378,3
4.736418,910079,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,8.384900173,8.384900173,0,0,12.373017503,6.5632657531,0,6.0678003847,3.3546847965,4.7412806155,4.6135122091,6.2986149516,2.9617462642,29.151734429,30.839864033,32.980157253,33.763492566,30.939226983,56.27627271,41.463957073,18.356551157,61.669784317,23.146863345,70.306550911,70.306550911,0,3.9260954799,9
4.105812,946353,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.9806059233,0,0,0,5.3777076755,4.9806059233,0,6.7676783167,3.4885738637,4.4935476638,3.2914526852,4.7341182828,3.0349272475,32.991138874,33.619751102,22.004173304,29.682137221,54.303460042,63.202359877,48.931212352,16.641069863,54.13094492,23.560129874,0,0,0,3.1909903121,10
3.015291,946354,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,4.6202638095,0,0,0,0,9.7715569858,0,6.0130809201,3.4623777658,4.3314120041,3.7294779438,4.0313482941,3.0674501425,36.504448039,39.32400324,23.619194946,28.44523275,35.302522685,44.811093615,67.92281028,16.792949713,62.172807522,25.285811608,0,0,0,3.302155917,2
2.390373,946355,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,28.101780067,0,5.7083121846,3.3886562218,4.1830750356,4.1744329281,4.6989945689,2.853938978,25.540547212,26.272014962,23.56896404,31.586942691,48.960702567,59.152561548,50.409011872,13.811659389,55.370721903,23.494731646,0,0,0,2.6666145043,3
2.22788,946356,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.1874446485,0,4.8122885527,0,6.236311149,3.6336718221,4.6771559445,3.9168515506,4.2769090777,3.1184701205,34.048555304,34.081705657,19.702158637,29.806903189,30.235151081,53.971563956,60.71822059,20.103727877,59.46169553,24.670568655,0,0,0,2.8380546868,4
3.309662,1240167,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,5.3986137668,2,6.7834988957,0,5.3986137668,1,6.0968373432,3.5682214766,4.5571080159,5.1808507417,4.9303094614,3.1553400879,27.766280876,30.876209516,17.206680846,21.403746186,42.525807512,53.46307072,44.421784799,14.172614688,54.222128525,25.626339311,0,0,0,3.8433484184,4
1.03383,1298222,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.5320793637,0,6.5292812219,3.5597350877,4.8249656716,4.6594428478,4.5737122337,3.1942956833,30.209225782,36.279037196,13.697367618,17.498484951,17.679174057,58.811102116,41.669947139,22.853771926,53.99432896,22.474921474,0,0,0,1.9155441317,5
4.099012,1298359,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,6.8586363428,0,5.8690421263,3.5991311144,4.8104282535,3.5076734852,4.8014233616,3.1840598406,22.891074174,27.084211379,21.919894282,27.97412117,59.146965298,60.315159371,53.12582213,15.529684952,57.557009635,20.549963461,49.499720914,49.499720914,0,3.1512711176,9
2.483171,1299064,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.3182349061,0,0,1,7.3424828689,3.5171396341,4.6321631322,4.1903723132,4.5177914637,3.1653649893,29.640949256,30.986077614,21.224738363,23.261500969,34.813023397,45.566711621,47.070668581,17.873245973,62.225209323,33.490607871,0,0,0,1.9786734771,10
2.122485,1503361,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,3.1484419963,0,0,0,6.2084641238,3.6219062409,4.5738538751,3.5885391683,4.9191041317,3.0776430393,27.033411234,27.986490955,20.657484712,21.805940522,24.712917879,48.424677969,52.471649363,15.454334267,54.076130472,19.96215478,0,0,0,3.38260409,3
2.848174,1503365,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5.3200520201,3.3886339159,4.2308596188,3.9500278546,4.9600948329,3.1029731471,31.072578685,37.186048148,22.719036923,30.434273035,25.750513648,50.674198086,69.427700743,15.988986509,51.165712675,22.169519822,0,0,0,2.8313391733,6
2.105357,1503366,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,2.9867468335,0,0,0,5.9268856847,3.7135875324,4.2851905376,6.2195587927,4.7917617506,3.3082752,37.334371968,41.812706349,22.038112357,23.349455352,27.269268289,50.151922955,48.450533177,19.541960508,62.779554407,28.172935998,0,0,0,0.9374600346,5
3.003671,1503368,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,3.503313294,1,5.1109655986,3.3825838074,5.055082325,4.7485318129,4.6453642215,3.0278739624,33.448545399,35.744662406,22.874819109,26.883136523,24.631826593,45.652816134,56.582985478,24.139184331,58.735802082,21.843740999,0,0,0,2.6046518766,4
4.018215,1503371,249,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,3,9.8395703692,0,20.897567984,0,5.2295547327,3.188249988,4.8276379688,3.6743306374,4.8167929067,3.1563935563,31.203250942,30.215229092,19.966207198,25.950181737,51.19120625,52.91423071,38.333601774,17.665154658,48.021200131,20.719522624,0,0,1,4.3488685136,5
1.316465,735784,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6.4039760326,0,0,0,9.6772447164,0,7.1393695075,3.2787191675,4.3694384171,3.4300869931,5.067108678,3.0463042035,31.31537923,31.059633613,22.214768764,29.878528877,56.38201438,50.035409917,43.35267671,17.834456221,53.501636856,22.62237303,0,0,0,1.925199287,3
1.334733,753555,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.5292712426,11.39094966,0,7.4654408358,3.288871077,4.4712085487,3.6219686868,4.794346204,3.0647827491,26.153917453,28.315689227,29.14409551,35.351536954,47.286668252,68.268989177,47.281818679,13.49860883,54.432552712,24.081243474,0,0,0,2.397111442,2
2.354309,753559,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.2823987688,0,1,6.0418615588,3.4736527643,4.5685512417,4.2727699702,4.5799959213,3.1968202247,30.941785907,30.378416608,35.72684775,23.488707482,44.768154421,55.897915741,31.276857235,13.717988256,50.262360815,19.685118153,0,0,0,2.1638929015,4
-1.385482,753573,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,2,10.41583594,0,3.4851102753,1,5.657112701,3.5339861539,4.3756345781,3.8262142059,4.3337943743,3.0256244141,31.925959164,33.939273013,8.1404222615,10.047564102,22.659733551,47.631133809,51.562673738,14.99654572,54.830559102,23.702977062,0,0,1,-0.886252668,10
0.6456,753574,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,3,13.250335361,0,7.4851696122,1,6.0020793953,3.5060501058,4.5906756385,3.4916818893,4.5654176459,3.0669395619,29.837384443,35.320281037,18.810192724,26.375407412,47.845038218,49.016907204,50.148947812,15.863532705,57.807394093,24.657004129,0,0,0,0.6593349292,3
0.528198,753575,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.3649364359,0,7.4953249188,3.4411971435,4.2244521807,3.647138737,4.49260866,3.0461556778,33.321510727,32.507598009,21.345146435,33.272827096,42.169192174,57.076270068,42.626133901,12.764093331,54.652391516,20.999830585,0,0,0,0.1929344181,7
1.004362,753576,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,3.0393057593,9.7700546369,11.154907696,0,5.8807807399,3.2258704003,3.7980253258,4.0962347242,5.1292663381,3.2327676618,30.034642044,28.923110296,19.256844929,24.921579429,62.533642912,49.923276612,44.409497688,14.464529936,58.210199543,23.635489093,0,0,0,0.4513507193,9
-0.639185,753614,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,11.545625208,0,0,0,4.6730721366,3.5698545875,4.8001742287,6.0344192746,5.0737189873,3.1659823641,39.792432944,33.355796409,22.824198955,31.44539114,26.648623189,51.775737179,73.946117809,20.552598801,59.258827414,34.229611018,0,0,0,-2.057584458,1
1.791677,753621,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3.4333362406,5.324511614,0,6.0312257216,3.5143806717,4.0324154781,3.8080272323,4.7938023949,3.0829764634,26.462325382,32.009296284,20.096959364,44.020696985,33.729070834,48.401647843,57.411584612,15.946768295,53.98165348,22.791062113,0,0,0,1.8902822283,2
-0.181643,753622,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,6.4058295189,0,5.9756575265,3.6694626494,4.3555951166,3.5494691515,4.2825133835,3.1957437467,34.40944472,32.822039405,20.090363434,21.776462374,47.763143126,53.646149265,51.810525036,16.147413284,57.380921586,24.619933928,0,0,1,1.0457146478,6
1.964323,753623,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,6.4230752411,0,6.6369882808,3.6733276306,4.8263921259,5.0054730342,4.4884945325,3.1806182191,31.605364524,28.822284203,17.7251058,21.275644803,25.64544926,41.83140464,43.427071609,16.310510256,51.311692181,19.308687435,0,0,0,1.246164877,6
0.578362,906817,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,4.6023046208,0,0,0,0,19.978610893,0,7.2567575403,3.4218861324,4.0556019677,4.2684294938,5.0751261979,3.1936450232,31.479833764,29.613487025,24.711907012,27.30042148,31.090569146,54.920609078,44.247450186,13.332920019,48.628793826,23.448681344,68.85204006,68.85204006,0,1.3688103373,5
0.792308,907317,252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,6.1714193156,0,1,2.9668185175,0,9.5071171524,0,6.8957675112,3.3023972851,4.7173848352,4.1843673085,4.053723523,3.2246881343,32.570419755,34.916199772,23.812750867,29.466119861,39.805324795,48.434315733,47.900469444,16.012152372,56.745482048,23.186516339,0,0,0,0.6642624915,4
