
Call:  glmnet(x = x, y = y, alpha = 0.05, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 10.9400
2   6 0.004241  9.9660
3  12 0.013180  9.0800
4  18 0.023590  8.2740
5  26 0.033630  7.5390
6  30 0.042930  6.8690
7  33 0.051350  6.2590
8  36 0.058990  5.7030
9  37 0.065880  5.1960
10 38 0.072140  4.7340
11 40 0.077810  4.3140
12 41 0.082980  3.9310
13 41 0.087710  3.5810
14 41 0.092040  3.2630
15 41 0.096010  2.9730
16 40 0.099660  2.7090
17 39 0.103000  2.4690
18 39 0.106100  2.2490
19 39 0.109000  2.0490
20 39 0.111600  1.8670
21 37 0.114000  1.7010
22 37 0.116200  1.5500
23 37 0.118200  1.4130
24 36 0.120100  1.2870
25 33 0.121800  1.1730
26 33 0.123300  1.0690
27 32 0.124700  0.9736
28 32 0.125900  0.8872
29 31 0.127100  0.8083
30 28 0.128100  0.7365
31 28 0.129000  0.6711
32 28 0.129800  0.6115
33 26 0.130500  0.5572
34 26 0.131200  0.5077
35 24 0.131700  0.4626
36 22 0.132200  0.4215
37 22 0.132700  0.3840
38 21 0.133100  0.3499
39 21 0.133400  0.3188
40 18 0.133700  0.2905
41 18 0.134000  0.2647
42 18 0.134200  0.2412
43 17 0.134400  0.2198
44 17 0.134700  0.2002
45 17 0.134900  0.1824
46 19 0.135200  0.1662
47 19 0.135500  0.1515
48 19 0.135800  0.1380
49 19 0.136000  0.1258
50 19 0.136200  0.1146
51 19 0.136300  0.1044
52 19 0.136500  0.0951
53 21 0.136600  0.0867
54 22 0.136700  0.0790
55 23 0.136800  0.0720
56 23 0.136900  0.0656
57 24 0.137000  0.0597
58 24 0.137100  0.0544
59 25 0.137100  0.0496
60 25 0.137200  0.0452
61 26 0.137200  0.0412
62 26 0.137300  0.0375
63 26 0.137300  0.0342
64 27 0.137300  0.0312
65 28 0.137300  0.0284
66 28 0.137400  0.0259
67 27 0.137400  0.0236
68 27 0.137400  0.0215
69 27 0.137400  0.0196
70 27 0.137400  0.0178
71 26 0.137400  0.0162
72 26 0.137400  0.0148
73 27 0.137400  0.0135
74 29 0.137400  0.0123
75 29 0.137500  0.0112
76 29 0.137500  0.0102
77 30 0.137500  0.0093
78 30 0.137500  0.0085
79 30 0.137500  0.0077
80 30 0.137500  0.0070
81 30 0.137500  0.0064
82 30 0.137500  0.0058
83 30 0.137500  0.0053
84 31 0.137500  0.0048
