
Call:  glmnet(x = x, y = y, alpha = 0.2, family = "gaussian", standardize = TRUE) 

   Df    %Dev Lambda
1   0 0.00000 3.8660
2   3 0.01395 3.5230
3   4 0.02952 3.2100
4   5 0.04520 2.9250
5   6 0.05993 2.6650
6   6 0.07292 2.4280
7   7 0.08428 2.2120
8  11 0.09445 2.0160
9  13 0.10370 1.8370
10 15 0.11170 1.6740
11 15 0.11850 1.5250
12 15 0.12430 1.3890
13 16 0.12920 1.2660
14 17 0.13330 1.1540
15 19 0.13680 1.0510
16 19 0.13970 0.9577
17 19 0.14220 0.8726
18 19 0.14430 0.7951
19 19 0.14600 0.7244
20 19 0.14750 0.6601
21 19 0.14870 0.6014
22 19 0.14970 0.5480
23 20 0.15060 0.4993
24 21 0.15130 0.4550
25 21 0.15190 0.4146
26 21 0.15240 0.3777
27 22 0.15280 0.3442
28 22 0.15320 0.3136
29 22 0.15350 0.2857
30 22 0.15370 0.2604
31 22 0.15390 0.2372
32 22 0.15410 0.2161
33 23 0.15420 0.1969
34 23 0.15440 0.1794
35 23 0.15450 0.1635
36 23 0.15450 0.1490
37 23 0.15460 0.1357
38 23 0.15470 0.1237
39 23 0.15470 0.1127
40 23 0.15470 0.1027
41 23 0.15480 0.0936
42 23 0.15480 0.0853
43 24 0.15480 0.0777
44 24 0.15490 0.0708
45 24 0.15490 0.0645
46 24 0.15490 0.0588
47 24 0.15490 0.0535
48 24 0.15490 0.0488
49 24 0.15490 0.0445
50 24 0.15490 0.0405
51 24 0.15490 0.0369
52 24 0.15490 0.0336
53 24 0.15490 0.0306
54 24 0.15490 0.0279
55 24 0.15490 0.0254
56 24 0.15490 0.0232
57 24 0.15490 0.0211
58 24 0.15490 0.0192
