
Call:  glmnet(x = x, y = y, alpha = 0.6, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 1.28900
2   2 0.02031 1.17400
3   2 0.03934 1.07000
4   3 0.05617 0.97490
5   3 0.07055 0.88830
6   4 0.08332 0.80930
7   4 0.09449 0.73740
8   4 0.10390 0.67190
9   4 0.11180 0.61220
10  5 0.11850 0.55790
11  6 0.12430 0.50830
12  6 0.12930 0.46310
13  6 0.13340 0.42200
14  6 0.13690 0.38450
15  8 0.13990 0.35030
16  8 0.14240 0.31920
17  8 0.14450 0.29090
18  8 0.14620 0.26500
19  8 0.14760 0.24150
20  8 0.14890 0.22000
21  8 0.14990 0.20050
22  8 0.15070 0.18270
23  8 0.15140 0.16640
24  8 0.15200 0.15170
25  8 0.15240 0.13820
26  8 0.15290 0.12590
27  8 0.15320 0.11470
28  9 0.15350 0.10450
29  9 0.15370 0.09525
30  9 0.15390 0.08678
31  9 0.15410 0.07907
32  9 0.15420 0.07205
33  9 0.15430 0.06565
34 12 0.15440 0.05982
35 13 0.15450 0.05450
36 14 0.15460 0.04966
37 15 0.15460 0.04525
38 15 0.15470 0.04123
39 15 0.15470 0.03757
40 16 0.15480 0.03423
41 16 0.15480 0.03119
42 17 0.15480 0.02842
43 17 0.15480 0.02589
44 17 0.15490 0.02359
45 17 0.15490 0.02150
46 17 0.15490 0.01959
47 16 0.15490 0.01785
48 17 0.15490 0.01626
49 17 0.15490 0.01482
50 17 0.15490 0.01350
51 19 0.15490 0.01230
52 19 0.15490 0.01121
53 19 0.15490 0.01021
54 19 0.15490 0.00931
55 18 0.15490 0.00848
56 18 0.15490 0.00773
57 18 0.15490 0.00704
58 18 0.15490 0.00641
59 18 0.15490 0.00584
