
Call:  glmnet(x = x, y = y, alpha = 0.5, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 0.65050
2   1 0.003998 0.59270
3   1 0.007440 0.54010
4   2 0.012080 0.49210
5   2 0.017270 0.44840
6   4 0.021780 0.40860
7   4 0.027120 0.37230
8   7 0.033660 0.33920
9  11 0.048650 0.30910
10 13 0.064480 0.28160
11 16 0.079920 0.25660
12 16 0.094710 0.23380
13 19 0.108700 0.21300
14 21 0.122300 0.19410
15 24 0.136600 0.17690
16 24 0.149100 0.16110
17 25 0.159700 0.14680
18 26 0.169000 0.13380
19 30 0.177400 0.12190
20 30 0.185400 0.11110
21 31 0.192200 0.10120
22 35 0.199800 0.09221
23 37 0.207200 0.08402
24 37 0.213500 0.07656
25 37 0.218900 0.06976
26 39 0.223600 0.06356
27 42 0.228400 0.05791
28 45 0.233000 0.05277
29 46 0.237000 0.04808
30 49 0.241100 0.04381
31 49 0.244900 0.03992
32 50 0.248100 0.03637
33 51 0.251000 0.03314
34 51 0.253400 0.03020
35 51 0.255400 0.02751
36 52 0.257200 0.02507
37 53 0.258700 0.02284
38 55 0.260000 0.02081
39 55 0.261200 0.01896
40 56 0.262300 0.01728
41 56 0.263100 0.01574
42 56 0.263900 0.01435
43 56 0.264500 0.01307
44 55 0.265000 0.01191
45 56 0.265500 0.01085
46 57 0.265800 0.00989
47 57 0.266200 0.00901
48 57 0.266500 0.00821
49 57 0.266700 0.00748
50 57 0.266900 0.00682
51 57 0.267000 0.00621
52 57 0.267200 0.00566
53 57 0.267300 0.00516
54 57 0.267400 0.00470
55 58 0.267500 0.00428
56 59 0.267600 0.00390
57 59 0.267600 0.00355
58 59 0.267700 0.00324
59 59 0.267700 0.00295
60 60 0.267700 0.00269
61 60 0.267800 0.00245
62 60 0.267800 0.00223
63 60 0.267800 0.00203
64 61 0.267800 0.00185
65 61 0.267900 0.00169
66 61 0.267900 0.00154
67 61 0.267900 0.00140
68 61 0.267900 0.00128
69 61 0.267900 0.00116
70 61 0.267900 0.00106
71 61 0.267900 0.00097
72 61 0.267900 0.00088
73 61 0.267900 0.00080
74 61 0.267900 0.00073
75 62 0.267900 0.00067
76 62 0.267900 0.00061
77 62 0.268000 0.00055
78 62 0.268000 0.00050
