
Call:  glmnet(x = x, y = y, alpha = 0.5, family = "gaussian", standardize = FALSE) 

   Df     %Dev Lambda
1   0 0.000000 5.2710
2   2 0.003532 4.8030
3   2 0.008008 4.3760
4   2 0.011730 3.9870
5   2 0.014840 3.6330
6   3 0.017600 3.3100
7   3 0.020130 3.0160
8   3 0.022230 2.7480
9   4 0.024100 2.5040
10  5 0.026120 2.2820
11  6 0.028770 2.0790
12  7 0.031180 1.8940
13  7 0.033380 1.7260
14  7 0.035210 1.5730
15  7 0.036730 1.4330
16  7 0.037990 1.3060
17  7 0.039040 1.1900
18  8 0.040120 1.0840
19  8 0.041040 0.9877
20  9 0.041800 0.8999
21  9 0.042510 0.8200
22  9 0.043100 0.7471
23  9 0.043590 0.6808
24 11 0.044100 0.6203
25 11 0.044670 0.5652
26 13 0.045230 0.5150
27 13 0.045790 0.4692
28 13 0.046150 0.4275
29 13 0.046440 0.3896
30 13 0.049910 0.3549
31 14 0.055560 0.3234
32 14 0.060850 0.2947
33 16 0.065630 0.2685
34 18 0.069980 0.2447
35 20 0.073900 0.2229
36 20 0.077390 0.2031
37 20 0.080480 0.1851
38 20 0.083180 0.1686
39 20 0.085540 0.1536
40 24 0.087590 0.1400
41 24 0.089530 0.1276
42 25 0.091190 0.1162
43 25 0.092650 0.1059
44 26 0.093910 0.0965
45 24 0.095000 0.0879
46 24 0.095900 0.0801
47 24 0.096680 0.0730
48 26 0.097360 0.0665
49 26 0.097960 0.0606
50 26 0.098460 0.0552
51 28 0.098880 0.0503
52 30 0.099250 0.0458
53 31 0.099560 0.0418
54 31 0.099830 0.0381
55 31 0.100000 0.0347
56 31 0.100200 0.0316
57 31 0.100400 0.0288
58 31 0.100500 0.0262
59 31 0.100600 0.0239
60 33 0.100700 0.0218
61 34 0.100800 0.0198
62 35 0.100900 0.0181
63 38 0.100900 0.0165
64 37 0.101000 0.0150
65 38 0.101000 0.0137
66 39 0.101000 0.0125
67 40 0.101100 0.0114
68 40 0.101100 0.0104
69 41 0.101100 0.0094
70 41 0.101100 0.0086
71 41 0.101200 0.0078
72 42 0.101200 0.0071
73 42 0.101200 0.0065
74 42 0.101200 0.0059
75 42 0.101200 0.0054
76 43 0.101200 0.0049
77 42 0.101200 0.0045
78 42 0.101200 0.0041
79 42 0.101200 0.0037
80 42 0.101200 0.0034
81 43 0.101200 0.0031
82 45 0.101200 0.0028
83 46 0.101200 0.0026
84 47 0.101200 0.0023
85 49 0.101200 0.0021
86 49 0.101200 0.0019
87 49 0.101200 0.0018
