
Call:  glmnet(x = x, y = y, alpha = 0.8, family = "gaussian", standardize = TRUE) 

    Df    %Dev  Lambda
1    0 0.00000 0.52490
2    3 0.00728 0.47820
3    4 0.01972 0.43580
4    5 0.03483 0.39700
5    7 0.05038 0.36180
6    8 0.06685 0.32960
7   14 0.08398 0.30040
8   20 0.10400 0.27370
9   24 0.12860 0.24940
10  25 0.15410 0.22720
11  29 0.17740 0.20700
12  30 0.19910 0.18860
13  31 0.21760 0.17190
14  36 0.23610 0.15660
15  39 0.25590 0.14270
16  42 0.27460 0.13000
17  42 0.29320 0.11850
18  48 0.31110 0.10790
19  54 0.32770 0.09835
20  57 0.34500 0.08961
21  64 0.36140 0.08165
22  66 0.37660 0.07440
23  66 0.38980 0.06779
24  68 0.40080 0.06177
25  74 0.41040 0.05628
26  78 0.42060 0.05128
27  81 0.43020 0.04672
28  82 0.43950 0.04257
29  83 0.44870 0.03879
30  86 0.45720 0.03535
31  90 0.46450 0.03221
32  92 0.47170 0.02934
33  93 0.47810 0.02674
34  97 0.48360 0.02436
35  99 0.48830 0.02220
36 101 0.49230 0.02023
37 104 0.49610 0.01843
38 107 0.49980 0.01679
39 108 0.50320 0.01530
40 109 0.50620 0.01394
41 111 0.50860 0.01270
42 113 0.51070 0.01157
43 113 0.51260 0.01055
44 113 0.51420 0.00961
45 113 0.51550 0.00876
46 112 0.51660 0.00798
47 112 0.51750 0.00727
48 112 0.51830 0.00662
49 112 0.51900 0.00604
50 112 0.51950 0.00550
51 112 0.51990 0.00501
52 112 0.52030 0.00456
53 111 0.52060 0.00416
54 111 0.52090 0.00379
55 111 0.52110 0.00345
56 111 0.52120 0.00315
57 111 0.52140 0.00287
58 111 0.52150 0.00261
59 110 0.52160 0.00238
60 110 0.52170 0.00217
61 110 0.52180 0.00198
62 110 0.52190 0.00180
63 110 0.52190 0.00164
64 110 0.52200 0.00150
65 110 0.52200 0.00136
66 110 0.52200 0.00124
67 110 0.52210 0.00113
68 109 0.52210 0.00103
69 109 0.52210 0.00094
70 109 0.52210 0.00086
71 109 0.52210 0.00078
72 109 0.52210 0.00071
73 109 0.52210 0.00065
74 109 0.52220 0.00059
75 110 0.52220 0.00054
76 111 0.52220 0.00049
