
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

   Df     %Dev   Lambda
1   0 0.000000 0.188900
2   2 0.009411 0.172100
3   2 0.020660 0.156800
4   3 0.033230 0.142900
5   3 0.045090 0.130200
6   3 0.055030 0.118600
7   3 0.063370 0.108100
8   3 0.070340 0.098490
9   4 0.076320 0.089740
10  5 0.082370 0.081770
11  6 0.088670 0.074510
12  6 0.094950 0.067890
13  6 0.100200 0.061860
14  6 0.104600 0.056360
15  6 0.108200 0.051350
16  7 0.111400 0.046790
17  8 0.114800 0.042640
18  8 0.118000 0.038850
19  9 0.121400 0.035400
20 14 0.126100 0.032250
21 14 0.131700 0.029390
22 15 0.136700 0.026780
23 16 0.141900 0.024400
24 17 0.146600 0.022230
25 17 0.150900 0.020260
26 20 0.155200 0.018460
27 21 0.159700 0.016820
28 21 0.163500 0.015320
29 25 0.167000 0.013960
30 25 0.170500 0.012720
31 26 0.173600 0.011590
32 27 0.176100 0.010560
33 28 0.178500 0.009623
34 29 0.180500 0.008768
35 29 0.182200 0.007989
36 29 0.183700 0.007279
37 29 0.184900 0.006633
38 29 0.185900 0.006043
39 29 0.186700 0.005507
40 30 0.187500 0.005017
41 30 0.188100 0.004572
42 31 0.188600 0.004166
43 31 0.189100 0.003795
44 32 0.189400 0.003458
45 32 0.189800 0.003151
46 33 0.190100 0.002871
47 33 0.190300 0.002616
48 33 0.190500 0.002384
49 33 0.190700 0.002172
50 33 0.190800 0.001979
51 33 0.191000 0.001803
52 33 0.191100 0.001643
53 34 0.191200 0.001497
54 35 0.191200 0.001364
55 35 0.191300 0.001243
56 36 0.191300 0.001132
57 36 0.191400 0.001032
58 36 0.191400 0.000940
59 36 0.191500 0.000857
60 36 0.191500 0.000780
61 36 0.191500 0.000711
62 36 0.191500 0.000648
63 36 0.191500 0.000590
64 36 0.191600 0.000538
65 36 0.191600 0.000490
66 36 0.191600 0.000447
67 36 0.191600 0.000407
68 36 0.191600 0.000371
69 36 0.191600 0.000338
70 36 0.191600 0.000308
71 36 0.191600 0.000280
72 36 0.191600 0.000256
73 36 0.191600 0.000233
74 36 0.191600 0.000212
75 36 0.191600 0.000193
