
Call:  glmnet(x = x, y = y, alpha = 1, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.69250
2   1 0.01502 0.63100
3   1 0.02749 0.57490
4   3 0.04216 0.52380
5   3 0.06120 0.47730
6   5 0.07752 0.43490
7   5 0.09791 0.39630
8   6 0.11500 0.36110
9   6 0.12930 0.32900
10  9 0.14330 0.29980
11 10 0.15870 0.27310
12 11 0.17530 0.24890
13 15 0.19100 0.22680
14 17 0.21010 0.20660
15 17 0.22980 0.18830
16 18 0.24670 0.17150
17 19 0.26180 0.15630
18 20 0.27480 0.14240
19 22 0.28760 0.12980
20 23 0.29880 0.11820
21 27 0.30960 0.10770
22 28 0.32070 0.09816
23 31 0.33180 0.08944
24 31 0.34160 0.08149
25 32 0.35030 0.07425
26 33 0.35800 0.06766
27 33 0.36490 0.06165
28 33 0.37050 0.05617
29 33 0.37520 0.05118
30 33 0.37920 0.04663
31 33 0.38240 0.04249
32 33 0.38510 0.03872
33 32 0.38730 0.03528
34 32 0.38920 0.03214
35 32 0.39070 0.02929
36 32 0.39200 0.02669
37 32 0.39300 0.02431
38 32 0.39390 0.02215
39 32 0.39460 0.02019
40 32 0.39530 0.01839
41 32 0.39580 0.01676
42 32 0.39620 0.01527
43 32 0.39650 0.01391
44 32 0.39680 0.01268
45 32 0.39710 0.01155
46 32 0.39730 0.01053
47 32 0.39740 0.00959
48 32 0.39760 0.00874
49 32 0.39770 0.00796
50 32 0.39780 0.00726
51 32 0.39780 0.00661
52 32 0.39790 0.00602
53 32 0.39800 0.00549
54 32 0.39800 0.00500
55 32 0.39800 0.00456
56 32 0.39810 0.00415
57 32 0.39810 0.00378
58 32 0.39810 0.00345
59 32 0.39810 0.00314
60 32 0.39820 0.00286
61 32 0.39820 0.00261
62 32 0.39820 0.00238
63 32 0.39820 0.00216
64 32 0.39820 0.00197
65 32 0.39820 0.00180
66 33 0.39820 0.00164
67 33 0.39820 0.00149
68 33 0.39820 0.00136
69 33 0.39820 0.00124
70 33 0.39820 0.00113
71 33 0.39820 0.00103
