IC50,Cancer,Drug,Fingerprint_797,Fingerprint_712,Fingerprint_646,Fingerprint_611,SDOM_subdomainX_EXP,DOM_Pkinase_CSV,PWY_R_HSA_162582_EXP,PWY_R_HSA_212436_EXP,SFAM_MAST_EXP,FAM_CMGC,FAM_CMGC_CSV,FAM_CMGC_EXP,FAM_Other_EXP,CLS_average_ploidy,EXP_SCYL1,EXP_TRPM6,EXP_FGR,EXP_NRK,EXP_BLK_X_EXP_BCAR1,EXP_BLK_X_EXP_CBL,EXP_BLK_X_EXP_EGF,EXP_FGR_X_EXP_CCL11,EXP_FGR_X_EXP_CXCL8,EXP_FGR_X_EXP_GNAI2,EXP_FGR_X_EXP_PDGFB,EXP_FGR_X_EXP_PIK3R5,EXP_GRK7_X_EXP_ADRB1,EXP_GRK7_X_EXP_CCR2,EXP_HUNK_X_EXP_PHLPP1,EXP_LRRK2_X_EXP_CTNNB1,EXP_LRRK2_X_EXP_DVL1,EXP_LRRK2_X_EXP_GNAI1,EXP_LRRK2_X_EXP_GNAI3,EXP_LRRK2_X_EXP_GNAT2,EXP_LRRK2_X_EXP_HSPA4,EXP_LRRK2_X_EXP_LRP5,EXP_LRRK2_X_EXP_MYO1D,EXP_LRRK2_X_EXP_PNPLA6,EXP_LRRK2_X_EXP_PPEF2,EXP_LRRK2_X_EXP_RAB5A,EXP_LRRK2_X_EXP_TUBA1A,EXP_LRRK2_X_EXP_TUBB4A,EXP_LRRK2_X_EXP_TUBB6,EXP_LRRK2_X_EXP_YWHAH,EXP_MAP3K12_X_EXP_LARS,EXP_MAP3K1_X_EXP_CASP3,EXP_MAP3K1_X_EXP_TRAF1,EXP_MAP3K1_X_EXP_TRAF2,EXP_MAPK14_X_EXP_AGO3,EXP_MAPK14_X_EXP_AGO4,EXP_MAPK14_X_EXP_BMI1,EXP_MAPK14_X_EXP_CASP3,EXP_MAPK14_X_EXP_CDON,EXP_MAPK14_X_EXP_DUSP1,EXP_MAPK14_X_EXP_EPOR,EXP_MAPK14_X_EXP_FOSL1,EXP_MAPK14_X_EXP_GNAI2,EXP_MAPK14_X_EXP_GNG8,EXP_MAPK14_X_EXP_HIST1H2BD,EXP_MAPK14_X_EXP_NEFH,EXP_MAPK14_X_EXP_NFKBIA,PWY_R_HSA_109582_EXP_X_PWY_R_HSA_392499_EXP
2.776635,688086,1,0,0,0,0,0,1.482938,11.0985517765863,0,0,1,0,6.91219933975204,0,3.89895167165244,4.05493300068707,2.95881720998222,3.4061424050963,2.76365523857886,13.9300810056827,14.5063099056214,9.26336909610979,10.5712062948876,11.2938341715517,18.7871367248644,11.5856477216117,11.5614032745348,9.75538386264,9.13070743301803,16.5485307690879,23.3275027734594,25.1524439273457,18.2583958488025,25.8971897975485,9.20840400015189,22.5961139308192,10.8197744900825,11.7694525487155,9.89075817772254,9.14774791946756,20.677544479355,39.402788329896,10.5794164301188,28.6579957471657,30.8854894605345,36.7367751735687,47.188698045497,22.1026946239129,33.3230736977282,23.3178690330255,16.6302014529419,26.4319606119333,28.9876849256638,18.0001239914072,19.6415887719026,12.9526712566492,15.1007935523515,24.9395889222897,16.9077042316018,29.0987971163725,23.8289504626729,35.4685981109083,0
2.16145,753616,1,0,0,0,0,3.25928295275006,3.568145,20.5429646755854,0,0,0,0,0,8.90186847032399,1.82392241472244,3.96349150788799,3.04756526091554,3.36773509616135,2.82063618933512,11.5520047405984,13.1826718500185,9.07081506072207,9.28235847732824,10.127330820753,14.8738376188815,11.335778596014,11.6164294559018,9.44675089151898,9.04071038476869,14.6724919841367,21.7978611166809,24.3003464245464,19.8163235572085,26.5925081433041,9.36233230667977,21.4505218007428,14.8199561255335,10.4043816774186,10.5211698024761,8.76463471854896,21.4387341412232,37.794407634239,9.91458181507738,21.0003349406525,27.9168067475038,46.1788379273678,59.3085390804955,32.3854636544455,43.6933750100666,27.8703264796038,17.8851955065977,24.6912740560383,29.0910531909233,18.9094799428675,29.7595379018451,14.6507096263615,16.3117980845056,21.5893558797559,19.8194929968756,36.5932257733741,23.4103700278219,43.5926062103879,0
3.005504,753618,1,0,0,0,0,4.69646272103682,0,12.4830856847343,5.43150373103422,0,2,0,10.127966452071,4.65179228627651,1.99443736715471,4.08375850121387,2.79407655491103,3.32614932741146,2.79723145902504,11.6058897933557,12.7526257303186,8.44412662542661,9.81992476701129,11.0212530781281,22.2539843699535,11.2312966044158,11.0592895195297,9.61127378263522,9.8487716510099,12.6639658434267,23.9473182704651,24.3772795932332,21.1652814476915,26.5295906175971,9.00864460642333,21.5683362559347,11.4260596048242,9.70683864635687,9.78332593607719,8.26583509250468,19.2518855961632,35.545116316667,8.93087461632089,23.3164688963954,31.6484472636808,39.6488910215428,43.5279780584816,23.7210866460754,32.9407946839362,28.426827501984,18.0982117763954,30.9635368677424,28.286606942129,17.3609621956377,19.1866148051267,14.3217023843489,15.9413935242603,33.1906395204688,21.9310257211984,34.9808239124309,43.4224582782016,38.0993779564174,0
3.63181,753620,1,0,0,0,0,3.64958918696852,2.090901,16.7554468410454,5.72712700044528,0,4,1.466227,17.3844821409655,0,3.85789720238734,3.9191471035138,3.04981599772812,3.17464539329354,2.89190520866678,12.5495312035069,12.9704557951071,8.69527621252969,8.82254206283879,10.5073305914654,20.9350280791385,11.2729270183743,11.0107129130128,9.13905792620321,9.14273799237938,12.9859176166736,23.6332115836633,21.6797580965507,13.0117492607392,26.1154895336894,9.10115221506304,21.5399532859006,10.9420809858911,10.5775205962528,10.0645102597499,8.9857750472087,20.6117447648144,35.5070802323685,10.2760970196808,25.859551715389,29.3097611911676,43.1501242234516,54.6028264236003,27.5863555755638,37.6400701879506,21.5994624242276,15.87211731147,27.2510804179918,29.1256825946761,18.4428125346612,20.7150322905497,17.009039439939,14.7817619502257,30.3916691734345,16.8762232483604,24.5669745122936,24.8261895464548,34.7804538974525,0
2.773124,906803,1,0,0,0,0,0,2.636086,28.0132742509208,13.7820577474797,0,3,0.79602,18.5438522850626,13.0073370051022,3.80693810502948,4.4025031685941,3.06944306634956,3.24189243469456,2.78059847271653,11.4238200987087,14.3786804427761,12.6326543114282,9.27107776707363,13.6204407430781,23.0714975855833,10.8085299412212,10.1775313119369,9.18904849020528,9.38894569185907,14.4424351009596,39.4632231312977,32.7330462786133,23.7103332964364,37.66611703634,13.9532423773518,34.3420741943299,13.2882742992769,22.1973836245334,15.4805476014146,12.7664530189673,30.580590695884,41.9727618678747,15.0847472869662,42.7602078128091,41.4078225181885,31.1248484264674,51.093042071517,24.0995676588232,31.4155280660202,28.3758645079983,22.1273881800628,28.9501403410579,34.440109614026,18.9508967538066,19.9958824687147,19.6067023910889,21.386221869632,37.8032572306229,19.6414503248297,21.7621250451921,15.6908046723562,30.6164049817206,0
2.579488,907170,1,0,0,0,0,9.70768445191146,2.215574,4.60544330926387,9.52409335546602,0,2,1.497837,9.2813658887064,3.02928404244251,2.05320290913561,4.09006337086517,2.89862901336571,3.12160358674883,2.82602081058784,11.1929421512884,11.2615678501911,8.21300938301489,8.78694542013375,10.149199889057,15.3316600554908,10.0408237100634,9.53281171061724,9.32831912072234,9.68549595988973,14.7489563390825,26.8390954262215,22.0134038131469,23.0276519904807,29.7001807549952,9.29255318818872,24.9093437235546,11.0447857700296,11.6990157189442,10.8093248800577,9.7565391364998,23.6926129075125,40.8186907313738,9.81964653129258,28.7181323702384,33.5388310886759,41.2192382150832,42.561370829982,21.1267213792609,25.1489325957479,28.7498837292269,20.0377905754439,35.3188879489951,35.0045360752781,18.7471100442182,21.1786703732397,15.3673045980097,17.0023785647153,26.2037974163855,25.3674246838142,28.0009795734446,22.9586186950283,37.4261982427514,0
0.482342,907314,1,0,0,0,0,3.8046683760446,0.744368,6.21780375810773,0,3.87806686462055,0,0,0,7.1203565502641,1.92582756581757,3.84297761263228,3.31585205012393,3.69519861074842,2.94737743190928,12.1136680490836,15.4367880073406,9.20799888818165,10.6117372410694,11.0246550492981,21.3523536043781,12.7294582352907,11.5854480100955,9.98676789084787,9.3462859493394,16.500718178623,27.7322631147036,19.1354397684724,21.4141721717565,25.8644955870543,9.9393331471923,22.0771203024151,9.44990805897188,10.3300178759205,9.41100202240561,8.4261286159337,21.3548303274451,37.3697688364703,9.57329605711117,25.0482569964939,31.8450095490658,36.1923153885757,79.5707677902816,34.4643933996966,40.316386664579,19.5696203434275,18.5931077880028,35.5513280152667,38.865658576826,20.320152542717,22.0229070712402,15.3829458884993,16.1502439233469,28.4386757467656,18.4466319284099,28.6354731692474,18.5783843489564,38.1182179892679,45.4205406622746
3.472481,908135,1,0,0,0,0,0,0.719164,14.975271259368,0,0,0,0,0,9.83057833157434,2.39527685470708,4.06640736102437,2.87700997574132,3.08063867297359,2.84813563879747,11.2754014446749,13.8655551657327,8.73614210776077,9.2033816812009,10.010996830949,18.3554697843121,9.86625678724407,10.4073820452813,9.60215394794704,10.0137903697324,16.7953312239345,25.6122106767806,23.7518828731009,24.6297482085171,28.4965736039214,9.21923929208528,19.968847183718,11.4205694398586,12.7012549570284,9.78729737646768,9.31281238165417,21.7269606279833,38.7687062086649,10.0686492078199,27.9687629011462,32.1057495356306,38.0061176317774,73.0045006523896,28.9755849937132,34.1814941733927,23.6850009828729,18.1746440157691,30.6489568332021,39.9432218339845,18.698595728766,18.988205855181,16.7999574187281,15.1517061702476,28.809219219817,21.3922885282888,29.4122521839492,28.4871605170292,35.8726964621427,25.127918839497
3.63342,908447,1,0,0,0,0,0,1.410582,12.9591199904053,6.23552979774418,0,1,0,3.43479952939987,15.0531979945286,1.97533331782294,3.86178818859054,3.05449944373379,3.21195898322538,2.84967103268642,12.4897448788524,12.1502050180213,8.88210235599534,9.05839242943983,10.1145878054956,19.7400168320678,10.1000984214352,10.4893416754595,9.03066817967639,9.62140165864034,12.4210812184793,24.7553887188068,18.2111432295707,19.8550061269873,24.2198573803351,9.15368436245537,20.5353268902396,10.0918506439996,9.26407459865442,9.31442946135033,8.06140126271012,20.0556762551887,33.4637203684924,8.99135045497155,24.487462284385,28.523978413133,35.493962083346,83.3800427308661,31.400674913084,44.8962304223312,19.9591529944694,17.2723659590238,30.1443785759331,39.0780828065452,19.6425639702776,22.1152236848581,14.6694029027755,15.673987748243,30.3137204200314,21.5584651929104,35.2760744923918,20.535124543421,34.9737353032987,0
1.443277,925342,1,0,0,0,0,3.06792103133564,0.707954,3.41823806875295,2.7943046547107,0,2,0.707954,8.76386065423895,3.72765638960214,3.18479516232932,4.94238861383512,2.97302113771215,3.17920595689295,2.8667250548767,10.5529618916178,11.5842181855163,8.90273570501141,9.41393104594134,10.9413326134324,18.5930313430507,10.2067052596111,10.3177529697474,21.3508784059908,9.23411781699746,12.4407370036482,30.7272641032712,31.4524846195861,18.1332490983838,39.4160504619633,12.6648287782057,31.0382790485357,14.5986282952247,14.7739041973633,13.4786923368863,11.3975000480842,28.6475680617395,45.7654665388818,12.713278235532,42.4102300204556,37.1978436851713,35.831625046992,39.8981535635225,18.1928495045231,22.7718363414269,38.223278300489,28.6005672202107,37.5218403968275,40.2822641706933,26.5645106105334,19.4467211862963,16.5812219600125,18.4463260998442,33.5763224061695,20.4847981546087,33.5400263303193,27.7949937931268,42.6798974094718,24.9689141372399
