
Call:  glmnet(x = x, y = y, alpha = 0.4, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 1.38900
2   1 0.008685 1.26600
3   1 0.016450 1.15300
4   1 0.023350 1.05100
5   1 0.029460 0.95740
6   1 0.034840 0.87240
7   1 0.039560 0.79490
8   2 0.046330 0.72430
9   2 0.052740 0.65990
10  3 0.059620 0.60130
11  4 0.068420 0.54790
12  5 0.079080 0.49920
13  5 0.088920 0.45490
14  6 0.098150 0.41450
15  7 0.107300 0.37760
16 10 0.117400 0.34410
17 14 0.129000 0.31350
18 15 0.140500 0.28570
19 15 0.150500 0.26030
20 15 0.159100 0.23720
21 17 0.166500 0.21610
22 18 0.173200 0.19690
23 18 0.179300 0.17940
24 18 0.184400 0.16350
25 20 0.188800 0.14890
26 20 0.192700 0.13570
27 22 0.196000 0.12370
28 22 0.198800 0.11270
29 23 0.201300 0.10270
30 24 0.203500 0.09354
31 25 0.205500 0.08523
32 25 0.207200 0.07766
33 26 0.208600 0.07076
34 27 0.209900 0.06448
35 27 0.211200 0.05875
36 27 0.212400 0.05353
37 27 0.213400 0.04877
38 27 0.214200 0.04444
39 29 0.214900 0.04049
40 29 0.215600 0.03690
41 30 0.216200 0.03362
42 31 0.216700 0.03063
43 31 0.217100 0.02791
44 31 0.217500 0.02543
45 31 0.217800 0.02317
46 32 0.218100 0.02111
47 32 0.218300 0.01924
48 32 0.218500 0.01753
49 32 0.218600 0.01597
50 32 0.218800 0.01455
51 32 0.218900 0.01326
52 33 0.219000 0.01208
53 33 0.219000 0.01101
54 33 0.219100 0.01003
55 33 0.219200 0.00914
56 33 0.219200 0.00833
57 33 0.219300 0.00759
58 33 0.219300 0.00691
59 33 0.219300 0.00630
60 33 0.219400 0.00574
61 33 0.219400 0.00523
62 33 0.219400 0.00476
63 33 0.219400 0.00434
64 33 0.219400 0.00396
65 33 0.219400 0.00360
66 33 0.219400 0.00328
67 33 0.219400 0.00299
68 33 0.219400 0.00273
69 33 0.219400 0.00248
70 33 0.219400 0.00226
71 33 0.219500 0.00206
72 33 0.219500 0.00188
73 33 0.219500 0.00171
74 33 0.219500 0.00156
