
Call:  glmnet(x = x, y = y, alpha = 0.04, family = "gaussian", standardize = TRUE) 

   Df     %Dev  Lambda
1   0 0.000000 13.8900
2   1 0.001800 12.6600
3   1 0.003696 11.5300
4   4 0.005963 10.5100
5  14 0.012750  9.5740
6  21 0.021440  8.7240
7  22 0.029740  7.9490
8  25 0.038410  7.2430
9  28 0.047140  6.5990
10 30 0.056130  6.0130
11 32 0.065020  5.4790
12 32 0.073400  4.9920
13 32 0.081260  4.5490
14 32 0.088560  4.1450
15 32 0.095310  3.7760
16 32 0.101500  3.4410
17 32 0.107300  3.1350
18 32 0.112600  2.8570
19 32 0.117500  2.6030
20 32 0.121900  2.3720
21 32 0.126000  2.1610
22 32 0.129700  1.9690
23 32 0.133100  1.7940
24 31 0.136200  1.6350
25 31 0.139000  1.4890
26 31 0.141500  1.3570
27 31 0.143800  1.2370
28 30 0.145800  1.1270
29 30 0.147600  1.0270
30 30 0.149300  0.9354
31 30 0.150700  0.8523
32 30 0.152100  0.7766
33 30 0.153200  0.7076
34 30 0.154200  0.6448
35 30 0.155100  0.5875
36 29 0.155900  0.5353
37 28 0.156600  0.4877
38 28 0.157200  0.4444
39 28 0.157800  0.4049
40 28 0.158300  0.3690
41 28 0.158700  0.3362
42 27 0.159000  0.3063
43 27 0.159300  0.2791
44 27 0.159600  0.2543
45 27 0.159800  0.2317
46 27 0.160000  0.2111
47 27 0.160200  0.1924
48 27 0.160300  0.1753
49 27 0.160500  0.1597
50 27 0.160600  0.1455
51 27 0.160700  0.1326
52 27 0.160700  0.1208
53 27 0.160800  0.1101
54 27 0.160900  0.1003
55 27 0.160900  0.0914
56 26 0.161000  0.0833
57 26 0.161000  0.0759
58 26 0.161000  0.0691
59 26 0.161000  0.0630
60 26 0.161100  0.0574
61 26 0.161100  0.0523
62 26 0.161100  0.0476
63 26 0.161100  0.0434
64 26 0.161100  0.0396
65 26 0.161100  0.0360
66 26 0.161100  0.0328
67 26 0.161100  0.0299
68 26 0.161200  0.0273
69 24 0.161200  0.0248
70 24 0.161200  0.0226
71 24 0.161200  0.0206
72 24 0.161200  0.0188
73 25 0.161200  0.0171
74 25 0.161200  0.0156
75 25 0.161200  0.0142
