
Call:  glmnet(x = x, y = y, alpha = 0.1, family = "gaussian", standardize = TRUE) 

   Df     %Dev Lambda
1   0 0.000000 4.0200
2   1 0.002542 3.6620
3   1 0.005047 3.3370
4   4 0.008667 3.0410
5   6 0.013390 2.7710
6   9 0.018050 2.5240
7  10 0.022460 2.3000
8  12 0.026600 2.0960
9  12 0.030460 1.9100
10 15 0.033950 1.7400
11 16 0.037140 1.5850
12 17 0.039940 1.4450
13 18 0.042420 1.3160
14 18 0.044570 1.1990
15 18 0.046430 1.0930
16 19 0.048140 0.9957
17 19 0.049760 0.9072
18 20 0.051180 0.8266
19 21 0.052420 0.7532
20 21 0.053550 0.6863
21 22 0.054550 0.6253
22 22 0.055530 0.5698
23 20 0.056370 0.5191
24 20 0.057090 0.4730
25 20 0.057720 0.4310
26 21 0.058330 0.3927
27 20 0.058910 0.3578
28 19 0.059430 0.3260
29 20 0.059900 0.2971
30 21 0.060370 0.2707
31 22 0.060810 0.2466
32 22 0.061220 0.2247
33 24 0.061580 0.2048
34 24 0.061930 0.1866
35 26 0.062280 0.1700
36 26 0.062630 0.1549
37 26 0.062940 0.1411
38 26 0.063220 0.1286
39 27 0.063480 0.1172
40 28 0.063730 0.1068
41 27 0.063970 0.0973
42 27 0.064190 0.0886
43 28 0.064380 0.0808
44 28 0.064560 0.0736
45 30 0.064740 0.0670
46 30 0.064870 0.0611
47 31 0.065000 0.0557
48 31 0.065100 0.0507
49 32 0.065190 0.0462
50 33 0.065250 0.0421
51 35 0.065320 0.0384
52 35 0.065370 0.0350
53 35 0.065420 0.0319
54 35 0.065460 0.0290
55 37 0.065490 0.0264
56 37 0.065530 0.0241
57 38 0.065550 0.0220
58 38 0.065570 0.0200
59 38 0.065590 0.0182
60 38 0.065600 0.0166
61 39 0.065610 0.0151
62 39 0.065630 0.0138
63 39 0.065630 0.0126
64 39 0.065640 0.0114
65 40 0.065650 0.0104
66 40 0.065650 0.0095
67 41 0.065660 0.0087
68 41 0.065660 0.0079
69 41 0.065670 0.0072
70 41 0.065670 0.0066
71 41 0.065670 0.0060
72 41 0.065670 0.0054
73 41 0.065670 0.0050
74 41 0.065680 0.0045
75 41 0.065680 0.0041
76 41 0.065680 0.0037
77 41 0.065680 0.0034
78 41 0.065680 0.0031
79 41 0.065680 0.0028
