
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = FALSE) 

   Df     %Dev Lambda
1   0 0.000000 4.0930
2   2 0.006404 3.7300
3   2 0.011790 3.3980
4   2 0.016270 3.0960
5   2 0.019980 2.8210
6   2 0.023070 2.5710
7   2 0.025630 2.3420
8   2 0.027760 2.1340
9   2 0.029530 1.9450
10  3 0.032020 1.7720
11  3 0.034360 1.6140
12  4 0.036470 1.4710
13  4 0.038470 1.3400
14  4 0.040130 1.2210
15  4 0.041510 1.1130
16  4 0.042650 1.0140
17  6 0.043670 0.9239
18  7 0.044680 0.8418
19  7 0.045640 0.7670
20  7 0.046430 0.6989
21  9 0.047210 0.6368
22  9 0.048230 0.5802
23 10 0.049120 0.5287
24 11 0.050140 0.4817
25 11 0.051170 0.4389
26 14 0.052810 0.3999
27 14 0.054270 0.3644
28 14 0.055490 0.3320
29 14 0.056500 0.3025
30 14 0.057340 0.2756
31 14 0.058040 0.2512
32 14 0.058620 0.2288
33 17 0.059150 0.2085
34 18 0.059780 0.1900
35 17 0.060390 0.1731
36 17 0.060890 0.1577
37 17 0.061300 0.1437
38 18 0.061710 0.1310
39 17 0.062400 0.1193
40 18 0.062880 0.1087
41 16 0.063180 0.0991
42 16 0.063410 0.0903
43 18 0.063600 0.0822
44 18 0.063790 0.0749
45 22 0.063970 0.0683
46 22 0.064190 0.0622
47 23 0.064390 0.0567
48 24 0.064560 0.0516
49 25 0.064730 0.0471
50 25 0.064870 0.0429
51 24 0.064990 0.0391
52 25 0.065070 0.0356
53 27 0.065160 0.0324
54 27 0.065230 0.0296
55 28 0.065290 0.0269
56 28 0.065350 0.0245
57 28 0.065400 0.0224
58 28 0.065450 0.0204
59 28 0.065480 0.0186
60 28 0.065510 0.0169
61 28 0.065540 0.0154
62 27 0.065560 0.0140
63 29 0.065580 0.0128
64 30 0.065590 0.0117
65 30 0.065610 0.0106
66 30 0.065620 0.0097
67 30 0.065630 0.0088
68 30 0.065630 0.0080
69 32 0.065640 0.0073
70 33 0.065650 0.0067
71 34 0.065650 0.0061
72 34 0.065650 0.0055
73 34 0.065660 0.0050
74 34 0.065660 0.0046
75 35 0.065670 0.0042
76 35 0.065670 0.0038
77 35 0.065670 0.0035
78 36 0.065670 0.0032
79 37 0.065670 0.0029
80 39 0.065680 0.0026
81 39 0.065680 0.0024
82 39 0.065680 0.0022
83 39 0.065680 0.0020
84 40 0.065680 0.0018
85 40 0.065680 0.0017
