
Call:  glmnet(x = x, y = y, alpha = 0.95, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.78640
2   1 0.02081 0.71660
3   2 0.03888 0.65290
4   3 0.05700 0.59490
5   3 0.07282 0.54210
6   3 0.08596 0.49390
7   3 0.09689 0.45000
8   3 0.10600 0.41000
9   3 0.11350 0.37360
10  3 0.11980 0.34040
11  3 0.12500 0.31020
12  4 0.12970 0.28260
13  5 0.13370 0.25750
14  5 0.13710 0.23460
15  5 0.13990 0.21380
16  6 0.14230 0.19480
17  7 0.14440 0.17750
18  7 0.14620 0.16170
19  7 0.14770 0.14740
20  7 0.14890 0.13430
21  7 0.14990 0.12230
22  7 0.15080 0.11150
23  7 0.15150 0.10160
24  7 0.15210 0.09255
25  7 0.15260 0.08433
26  7 0.15300 0.07684
27  7 0.15330 0.07001
28  7 0.15360 0.06379
29  8 0.15380 0.05812
30  8 0.15400 0.05296
31  8 0.15420 0.04825
32  8 0.15430 0.04397
33  8 0.15440 0.04006
34  8 0.15450 0.03650
35  8 0.15460 0.03326
36  8 0.15460 0.03031
37  8 0.15470 0.02761
38  8 0.15470 0.02516
39  9 0.15480 0.02292
40  9 0.15480 0.02089
41  9 0.15480 0.01903
42  9 0.15480 0.01734
43  9 0.15490 0.01580
44  9 0.15490 0.01440
45  9 0.15490 0.01312
46  9 0.15490 0.01195
47  9 0.15490 0.01089
48  9 0.15490 0.00992
49  9 0.15490 0.00904
50  9 0.15490 0.00824
51  9 0.15490 0.00751
52  9 0.15490 0.00684
53  9 0.15490 0.00623
54  9 0.15490 0.00568
55  9 0.15490 0.00517
56  9 0.15490 0.00471
57  9 0.15490 0.00430
