
Call:  glmnet(x = x, y = y, alpha = 0.65, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 1.14900
2   1 0.01815 1.04700
3   2 0.03615 0.95430
4   3 0.05432 0.86950
5   3 0.06980 0.79220
6   3 0.08285 0.72190
7   3 0.09384 0.65770
8   3 0.10310 0.59930
9   4 0.11090 0.54610
10  5 0.11750 0.49750
11  5 0.12340 0.45330
12  5 0.12840 0.41310
13  5 0.13260 0.37640
14  6 0.13610 0.34290
15  7 0.13910 0.31250
16  9 0.14170 0.28470
17  9 0.14390 0.25940
18  9 0.14580 0.23640
19  9 0.14730 0.21540
20  9 0.14860 0.19620
21  9 0.14960 0.17880
22  9 0.15050 0.16290
23  9 0.15130 0.14850
24  9 0.15190 0.13530
25  9 0.15240 0.12320
26  9 0.15280 0.11230
27  9 0.15320 0.10230
28  9 0.15350 0.09323
29  9 0.15370 0.08495
30  9 0.15390 0.07740
31  9 0.15410 0.07053
32  9 0.15420 0.06426
33  9 0.15440 0.05855
34  9 0.15450 0.05335
35  9 0.15450 0.04861
36  9 0.15460 0.04429
37  9 0.15470 0.04036
38  9 0.15470 0.03677
39  9 0.15480 0.03351
40  9 0.15480 0.03053
41  9 0.15480 0.02782
42  9 0.15480 0.02535
43  9 0.15490 0.02309
44  9 0.15490 0.02104
45  9 0.15490 0.01917
46  9 0.15490 0.01747
47  9 0.15490 0.01592
48  9 0.15490 0.01450
49  9 0.15490 0.01322
50  9 0.15490 0.01204
51  9 0.15490 0.01097
52  9 0.15490 0.01000
53  9 0.15490 0.00911
54  9 0.15490 0.00830
55  9 0.15490 0.00756
56  9 0.15490 0.00689
57  9 0.15490 0.00628
