
Call:  glmnet(x = x, y = y, alpha = 0.7, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 1.06700
2   1 0.01869 0.97250
3   2 0.03673 0.88610
4   3 0.05490 0.80740
5   3 0.07046 0.73560
6   3 0.08354 0.67030
7   3 0.09451 0.61070
8   3 0.10370 0.55650
9   3 0.11140 0.50710
10  4 0.11800 0.46200
11  5 0.12380 0.42100
12  5 0.12870 0.38360
13  5 0.13290 0.34950
14  5 0.13630 0.31840
15  6 0.13930 0.29020
16  8 0.14190 0.26440
17  8 0.14400 0.24090
18  8 0.14590 0.21950
19  9 0.14740 0.20000
20  9 0.14860 0.18220
21  9 0.14970 0.16600
22  9 0.15060 0.15130
23  9 0.15130 0.13780
24  9 0.15190 0.12560
25  9 0.15240 0.11440
26  9 0.15290 0.10430
27  9 0.15320 0.09501
28  9 0.15350 0.08657
29  9 0.15370 0.07888
30  9 0.15400 0.07187
31  9 0.15410 0.06549
32  9 0.15430 0.05967
33  9 0.15440 0.05437
34  9 0.15450 0.04954
35  9 0.15460 0.04514
36  9 0.15460 0.04113
37  9 0.15470 0.03747
38  9 0.15470 0.03415
39  9 0.15480 0.03111
40  9 0.15480 0.02835
41  9 0.15480 0.02583
42  9 0.15480 0.02354
43  9 0.15490 0.02144
44  9 0.15490 0.01954
45  9 0.15490 0.01780
46  9 0.15490 0.01622
47  9 0.15490 0.01478
48  9 0.15490 0.01347
49  9 0.15490 0.01227
50  9 0.15490 0.01118
51  9 0.15490 0.01019
52  9 0.15490 0.00928
53  9 0.15490 0.00846
54  9 0.15490 0.00771
55  9 0.15490 0.00702
56  9 0.15490 0.00640
57  9 0.15490 0.00583
