
Call:  glmnet(x = x, y = y, alpha = 0.9, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.83010
2   1 0.02045 0.75640
3   2 0.03853 0.68920
4   3 0.05666 0.62800
5   3 0.07244 0.57220
6   3 0.08558 0.52130
7   3 0.09651 0.47500
8   3 0.10560 0.43280
9   3 0.11320 0.39440
10  3 0.11950 0.35930
11  4 0.12480 0.32740
12  5 0.12950 0.29830
13  5 0.13360 0.27180
14  5 0.13700 0.24770
15  5 0.13980 0.22570
16  6 0.14230 0.20560
17  7 0.14440 0.18740
18  7 0.14610 0.17070
19  7 0.14760 0.15550
20  7 0.14890 0.14170
21  7 0.14990 0.12910
22  7 0.15070 0.11770
23  7 0.15150 0.10720
24  7 0.15200 0.09769
25  7 0.15250 0.08901
26  7 0.15290 0.08110
27  7 0.15330 0.07390
28  8 0.15360 0.06733
29  8 0.15380 0.06135
30  8 0.15400 0.05590
31  8 0.15410 0.05094
32  8 0.15430 0.04641
33  8 0.15440 0.04229
34  8 0.15450 0.03853
35  8 0.15460 0.03511
36  9 0.15460 0.03199
37  9 0.15470 0.02915
38  9 0.15470 0.02656
39  9 0.15480 0.02420
40  9 0.15480 0.02205
41  9 0.15480 0.02009
42  9 0.15480 0.01831
43  9 0.15490 0.01668
44  9 0.15490 0.01520
45  9 0.15490 0.01385
46  9 0.15490 0.01262
47  9 0.15490 0.01150
48  9 0.15490 0.01047
49  9 0.15490 0.00954
50  9 0.15490 0.00870
51  9 0.15490 0.00792
52  9 0.15490 0.00722
53  9 0.15490 0.00658
54  9 0.15490 0.00599
55  9 0.15490 0.00546
56  9 0.15490 0.00498
57  9 0.15490 0.00453
