
Call:  glmnet(x = x, y = y, alpha = 0.85, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.87900
2   1 0.02006 0.80090
3   2 0.03815 0.72970
4   3 0.05629 0.66490
5   3 0.07203 0.60580
6   3 0.08515 0.55200
7   3 0.09610 0.50300
8   3 0.10520 0.45830
9   3 0.11280 0.41760
10  3 0.11920 0.38050
11  4 0.12450 0.34670
12  5 0.12940 0.31590
13  5 0.13350 0.28780
14  5 0.13690 0.26220
15  5 0.13970 0.23900
16  6 0.14220 0.21770
17  7 0.14430 0.19840
18  7 0.14610 0.18080
19  7 0.14760 0.16470
20  7 0.14880 0.15010
21  7 0.14980 0.13670
22  7 0.15070 0.12460
23  7 0.15140 0.11350
24  7 0.15200 0.10340
25  7 0.15250 0.09425
26  8 0.15290 0.08587
27  8 0.15330 0.07825
28  8 0.15350 0.07129
29  8 0.15380 0.06496
30  8 0.15400 0.05919
31  9 0.15410 0.05393
32  9 0.15430 0.04914
33  9 0.15440 0.04478
34  9 0.15450 0.04080
35  9 0.15460 0.03717
36  9 0.15460 0.03387
37  9 0.15470 0.03086
38  9 0.15470 0.02812
39  9 0.15480 0.02562
40  9 0.15480 0.02335
41  9 0.15480 0.02127
42  9 0.15480 0.01938
43  9 0.15490 0.01766
44  9 0.15490 0.01609
45  9 0.15490 0.01466
46  9 0.15490 0.01336
47  9 0.15490 0.01217
48  9 0.15490 0.01109
49  9 0.15490 0.01011
50  9 0.15490 0.00921
51  9 0.15490 0.00839
52  9 0.15490 0.00764
53  9 0.15490 0.00697
54  9 0.15490 0.00635
55  9 0.15490 0.00578
56  9 0.15490 0.00527
57  9 0.15490 0.00480
