
Call:  glmnet(x = x, y = y, alpha = 0.7, family = "gaussian", standardize = TRUE) 

   Df    %Dev  Lambda
1   0 0.00000 0.78120
2   1 0.01049 0.71180
3   1 0.01943 0.64860
4   1 0.02703 0.59100
5   1 0.03348 0.53850
6   2 0.03934 0.49060
7   2 0.04461 0.44700
8   3 0.04907 0.40730
9   5 0.05363 0.37110
10  5 0.05847 0.33820
11  5 0.06252 0.30810
12  6 0.06602 0.28080
13  7 0.06900 0.25580
14  7 0.07152 0.23310
15  7 0.07364 0.21240
16  7 0.07541 0.19350
17  7 0.07689 0.17630
18  7 0.07812 0.16070
19  6 0.07915 0.14640
20  7 0.08004 0.13340
21  7 0.08080 0.12150
22  7 0.08143 0.11070
23  7 0.08196 0.10090
24  7 0.08241 0.09194
25  7 0.08278 0.08377
26  7 0.08308 0.07633
27  7 0.08334 0.06955
28  7 0.08355 0.06337
29  7 0.08373 0.05774
30  7 0.08388 0.05261
31  7 0.08400 0.04794
32  8 0.08411 0.04368
33 10 0.08424 0.03980
34 11 0.08442 0.03626
35 12 0.08460 0.03304
36 12 0.08476 0.03010
37 12 0.08489 0.02743
38 12 0.08501 0.02499
39 12 0.08510 0.02277
40 12 0.08519 0.02075
41 11 0.08527 0.01891
42 12 0.08532 0.01723
43 14 0.08538 0.01570
44 14 0.08544 0.01430
45 14 0.08549 0.01303
46 14 0.08553 0.01187
47 15 0.08557 0.01082
48 15 0.08560 0.00986
49 15 0.08562 0.00898
50 15 0.08565 0.00818
51 15 0.08566 0.00746
52 15 0.08568 0.00680
53 15 0.08569 0.00619
54 16 0.08570 0.00564
55 16 0.08571 0.00514
56 16 0.08572 0.00468
57 16 0.08573 0.00427
58 16 0.08573 0.00389
59 16 0.08574 0.00354
60 16 0.08574 0.00323
61 16 0.08574 0.00294
62 16 0.08574 0.00268
63 16 0.08575 0.00244
64 16 0.08575 0.00222
65 17 0.08575 0.00203
66 18 0.08575 0.00185
67 18 0.08575 0.00168
68 18 0.08575 0.00153
69 18 0.08575 0.00140
