
Call:  glmnet(x = x, y = y, alpha = 0.03, family = "gaussian", standardize = FALSE) 

   Df     %Dev  Lambda
1   0 0.000000 107.700
2   1 0.004488  98.100
3   1 0.008766  89.380
4   1 0.012820  81.440
5   1 0.016630  74.210
6   1 0.020200  67.620
7   1 0.023510  61.610
8   1 0.026570  56.140
9   1 0.029380  51.150
10  1 0.031940  46.600
11  1 0.034260  42.460
12  1 0.036360  38.690
13  1 0.038240  35.250
14  3 0.040470  32.120
15  4 0.043130  29.270
16  6 0.045740  26.670
17  7 0.048770  24.300
18  7 0.052370  22.140
19  7 0.055640  20.170
20  8 0.058570  18.380
21  9 0.061290  16.750
22  9 0.063950  15.260
23  9 0.066310  13.910
24  9 0.068400  12.670
25  9 0.070240  11.540
26  9 0.071880  10.520
27  9 0.073330   9.584
28  9 0.074610   8.733
29  9 0.075740   7.957
30  9 0.076750   7.250
31 10 0.077640   6.606
32 10 0.078450   6.019
33 11 0.079330   5.484
34 11 0.080120   4.997
35 11 0.080790   4.553
36 13 0.081410   4.149
37 13 0.081990   3.780
38 14 0.082480   3.444
39 14 0.082900   3.138
40 15 0.083280   2.860
41 15 0.083640   2.606
42 15 0.083940   2.374
43 15 0.084200   2.163
44 14 0.084420   1.971
45 14 0.084600   1.796
46 14 0.084770   1.636
47 14 0.084910   1.491
48 14 0.085030   1.359
49 14 0.085140   1.238
50 14 0.085230   1.128
51 14 0.085300   1.028
52 14 0.085370   0.936
53 14 0.085430   0.853
54 14 0.085470   0.777
55 14 0.085510   0.708
56 14 0.085550   0.645
57 15 0.085580   0.588
58 15 0.085600   0.536
59 15 0.085630   0.488
60 15 0.085650   0.445
61 15 0.085660   0.405
62 17 0.085680   0.369
63 17 0.085690   0.336
64 17 0.085700   0.307
65 17 0.085710   0.279
66 17 0.085710   0.255
67 19 0.085720   0.232
68 18 0.085730   0.211
69 19 0.085730   0.193
70 19 0.085730   0.176
71 19 0.085740   0.160
72 19 0.085740   0.146
73 20 0.085740   0.133
74 20 0.085750   0.121
75 20 0.085750   0.110
76 20 0.085750   0.100
77 20 0.085750   0.091
78 20 0.085750   0.083
79 20 0.085750   0.076
80 20 0.085750   0.069
